date,A to B,A to C,B to C,maximum,minimum,mean,median
3/18/09,0.9590467891534449,0.7166231825962182,0.7621107356507135,0.9590467891534449,0.7166231825962182,0.8125935691334588,0.7621107356507135
6/24/09,0.7384271775105006,0.6700504780966553,0.8013742676768976,0.8013742676768976,0.6700504780966553,0.736617307761351,0.7384271775105006
8/12/09,0.7849099261739944,0.6830808806555796,0.8077544512023718,0.8077544512023718,0.6830808806555796,0.7585817526773152,0.7849099261739944
9/23/09,0.7027869429060561,0.5685243754094212,0.7181993961488479,0.7181993961488479,0.5685243754094212,0.663170238154775,0.7027869429060561
11/4/09,0.7782456505404904,0.6002138389419863,0.7344199422699603,0.7782456505404904,0.6002138389419863,0.704293143917479,0.7344199422699603
12/16/09,0.5423346548883108,0.4715147540576252,0.8921869557194413,0.8921869557194413,0.4715147540576252,0.6353454548884591,0.5423346548883108
1/27/10,0.8863044287038605,0.8048430779656414,0.8640388181160525,0.8863044287038605,0.8048430779656414,0.8517287749285182,0.8640388181160525
3/16/10,0.7759859759329997,0.5573128334182954,0.6662117451333712,0.7759859759329997,0.5573128334182954,0.6665035181615554,0.6662117451333712
4/28/10,0.8872602349768305,0.7501801774020393,0.7977581262383159,0.8872602349768305,0.7501801774020393,0.8117328462057286,0.7977581262383159
6/23/10,0.793085582531396,0.6170489575698886,0.6553993885702576,0.793085582531396,0.6170489575698886,0.6885113095571809,0.6553993885702576
8/10/10,0.760728937590891,0.6020296340748005,0.5972076965167319,0.760728937590891,0.5972076965167319,0.6533220893941412,0.6020296340748005
9/21/10,0.8094675992023321,0.6765331852777035,0.705564381809284,0.8094675992023321,0.6765331852777035,0.73052172209644,0.705564381809284
11/3/10,0.8382126161392848,0.7660254729841302,0.7799400218088454,0.8382126161392848,0.7660254729841302,0.7947260369774201,0.7799400218088454
12/14/10,0.9499576123813053,0.9053558678027992,0.9035656252446059,0.9499576123813053,0.9035656252446059,0.9196263684762368,0.9053558678027992
1/26/11,0.9205418959292551,0.8868742602850832,0.8961834378377911,0.9205418959292551,0.8868742602850832,0.9011998646840431,0.8961834378377911
3/15/11,0.8324179454256833,0.8101565891866369,0.9335155302171205,0.9335155302171205,0.8101565891866369,0.8586966882764803,0.8324179454256833
4/27/11,0.9177799042218568,0.8245556778540328,0.8811150796311867,0.9177799042218568,0.8245556778540328,0.8744835539023588,0.8811150796311867
6/22/11,0.8815425782827597,0.8620870200702804,0.9174627606879597,0.9174627606879597,0.8620870200702804,0.8870307863469998,0.8815425782827597
8/9/11,0.8208870498237308,0.7081293043350737,0.8424448347651513,0.8424448347651513,0.7081293043350737,0.7904870629746519,0.8208870498237308
9/21/11,0.7990315028486624,0.7352814304055484,0.752638478055921,0.7990315028486624,0.7352814304055484,0.7623171371033773,0.752638478055921
11/2/11,0.9658534184634827,0.8454818040696005,0.8665164051583616,0.9658534184634827,0.8454818040696005,0.8926172092304817,0.8665164051583616
12/13/11,0.8501010307703583,0.7409060927710152,0.8268769699184731,0.8501010307703583,0.7409060927710152,0.8059613644866155,0.8268769699184731
1/25/12,0.897970308744661,0.7266265482501776,0.7510525407147813,0.897970308744661,0.7266265482501776,0.7918831325698733,0.7510525407147813
3/13/12,0.8833876381877167,0.7522733594052746,0.7922867259767875,0.8833876381877167,0.7522733594052746,0.8093159078565929,0.7922867259767875
4/25/12,0.8098520038274328,0.7822659348793163,0.8122532997849408,0.8122532997849408,0.7822659348793163,0.8014570794972299,0.8098520038274328
6/20/12,0.8911094186596397,0.7680044929290812,0.7508436727697096,0.8911094186596397,0.7508436727697096,0.8033191947861434,0.7680044929290812
8/1/12,0.7717884511779931,0.6930049478450588,0.8322654438414182,0.8322654438414182,0.6930049478450588,0.7656862809548234,0.7717884511779931
9/13/12,0.9056608798063441,0.6200850996446935,0.6159784563234889,0.9056608798063441,0.6159784563234889,0.7139081452581756,0.6200850996446935
10/24/12,0.9516226597288429,0.8090723754498924,0.7932465939401616,0.9516226597288429,0.7932465939401616,0.8513138763729655,0.8090723754498924
12/12/12,0.9606694872368059,0.7602975918153657,0.7727829400386634,0.9606694872368059,0.7602975918153657,0.8312500063636117,0.7727829400386634
1/30/13,0.9483982041383259,0.8914678162738131,0.892804797108295,0.9483982041383259,0.8914678162738131,0.9108902725068112,0.892804797108295
3/20/13,0.9269595600735251,0.8729687274790384,0.9128852484531804,0.9269595600735251,0.8729687274790384,0.9042711786685813,0.9128852484531804
5/1/13,0.9307751564320541,0.8896915145559301,0.9406834873272683,0.9406834873272683,0.8896915145559301,0.9203833861050841,0.9307751564320541
6/19/13,0.9218608530724561,0.8883769341957299,0.9566078343254011,0.9566078343254011,0.8883769341957299,0.9222818738645291,0.9218608530724561
7/31/13,0.9380943116158634,0.9295909643164328,0.9261760859042266,0.9380943116158634,0.9261760859042266,0.9312871206121743,0.9295909643164328
9/18/13,0.9231383352751118,0.8949149203359558,0.9279215462339793,0.9279215462339793,0.8949149203359558,0.9153249339483489,0.9231383352751118
10/30/13,0.9601608911945851,0.8866665643651488,0.9120498387256507,0.9601608911945851,0.8866665643651488,0.9196257647617948,0.9120498387256507
12/18/13,0.8997356368020503,0.8919782916530856,0.9594796689873965,0.9594796689873965,0.8919782916530856,0.9170645324808442,0.8997356368020503
1/29/14,0.9527379094485972,0.940874717860633,0.9820758666671074,0.9820758666671074,0.940874717860633,0.9585628313254458,0.9527379094485972
3/19/14,0.9143812097614298,0.9166988114349433,0.9447328859739093,0.9447328859739093,0.9143812097614298,0.9252709690567608,0.9166988114349433
4/30/14,0.9574461710357012,0.9464531770245436,0.9846401408413515,0.9846401408413515,0.9464531770245436,0.9628464963005321,0.9574461710357012
6/18/14,0.9502914482982531,0.9345276953911595,0.9801746410136682,0.9801746410136682,0.9345276953911595,0.9549979282343602,0.9502914482982531
7/30/14,0.9034516053735583,0.9040189670703492,0.9882138821747566,0.9882138821747566,0.9034516053735583,0.9318948182062213,0.9040189670703492
9/17/14,0.9784698788107906,0.8691158976766397,0.8854302977790136,0.9784698788107906,0.8691158976766397,0.9110053580888146,0.8854302977790136
10/29/14,0.8231051982984797,0.8253002158069617,0.9635288831979778,0.9635288831979778,0.8231051982984797,0.8706447657678064,0.8253002158069617
12/17/14,0.972962198010131,0.9223515728296402,0.9048807661293249,0.972962198010131,0.9048807661293249,0.9333981789896987,0.9223515728296402
1/28/15,0.9637892716463156,0.9026924593275014,0.9216181590598326,0.9637892716463156,0.9026924593275014,0.9293666300112164,0.9216181590598326
3/18/15,0.8978308296759707,0.8746090356555521,0.8983368473232165,0.8983368473232165,0.8746090356555521,0.8902589042182464,0.8978308296759707
4/29/15,0.9156898408730214,0.8643878671607721,0.9273736417387798,0.9273736417387798,0.8643878671607721,0.9024837832575244,0.9156898408730214
6/17/15,0.9031290151579832,0.8963570835230664,0.9848612836361587,0.9848612836361587,0.8963570835230664,0.928115794105736,0.9031290151579832
7/29/15,0.9189194143655207,0.8157954152645641,0.8712525046844659,0.9189194143655207,0.8157954152645641,0.8686557781048503,0.8712525046844659
9/17/15,0.9058280724075528,0.801737631319296,0.8509220290306563,0.9058280724075528,0.801737631319296,0.8528292442525016,0.8509220290306563
10/28/15,0.8940059716215495,0.8244539778423929,0.8562195718769209,0.8940059716215495,0.8244539778423929,0.858226507113621,0.8562195718769209
12/16/15,0.7948199228553268,0.753426871644403,0.9442258484818652,0.9442258484818652,0.753426871644403,0.8308242143271983,0.7948199228553268
1/27/16,0.9514842726148937,0.9306434166013035,0.9616736501803309,0.9616736501803309,0.9306434166013035,0.9479337797988426,0.9514842726148937
3/16/16,0.891636733672505,0.8693590050820993,0.9676502985341643,0.9676502985341643,0.8693590050820993,0.9095486790962561,0.891636733672505
4/27/16,0.8963035282259099,0.8989353165480612,0.958884306478188,0.958884306478188,0.8963035282259099,0.9180410504173864,0.8989353165480612
6/15/16,0.8992053354076541,0.8813684415686543,0.9662558565873299,0.9662558565873299,0.8813684415686543,0.9156098778545462,0.8992053354076541
7/27/16,0.8932658975413758,0.8217059009260395,0.9191924207811331,0.9191924207811331,0.8217059009260395,0.8780547397495161,0.8932658975413758
9/21/16,0.9206424817339698,0.9159130617002854,0.9692409044305053,0.9692409044305053,0.9159130617002854,0.9352654826215868,0.9206424817339698
11/2/16,0.8975968272380791,0.8727352527511879,0.9415372688209853,0.9415372688209853,0.8727352527511879,0.9039564496034175,0.8975968272380791
12/14/16,0.9635497655274926,0.8958457074963554,0.9253888283947084,0.9635497655274926,0.8958457074963554,0.9282614338061855,0.9253888283947084
