date,A to B,A to C,B to C,maximum,minimum,mean,median
2/2/05,0.8771555999559165,0.6676873527256774,0.7541538048078795,0.8771555999559165,0.6676873527256774,0.7663322524964912,0.7541538048078795
3/22/05,0.560796444892295,0.7755793331205774,0.5166429735943501,0.7755793331205774,0.5166429735943501,0.6176729172024075,0.560796444892295
5/3/05,0.9713099059496116,0.6130827542282901,0.6279586915772906,0.9713099059496116,0.6130827542282901,0.737450450585064,0.6279586915772906
6/30/05,0.8019372691393004,0.49298864608360676,0.6301481854921651,0.8019372691393004,0.49298864608360676,0.641691366905024,0.6301481854921651
8/9/05,0.7800775047112547,0.4311519773228101,0.5606081189207943,0.7800775047112547,0.4311519773228101,0.5906125336516197,0.5606081189207943
11/1/05,0.7405935064610478,0.3367992183705154,0.5021029483155185,0.7405935064610478,0.3367992183705154,0.5264985577156939,0.5021029483155185
1/31/06,0.9144576242482725,0.8472429039151772,0.8700986809243488,0.9144576242482725,0.8472429039151772,0.8772664030292662,0.8700986809243488
3/28/06,0.7778842535248136,0.5238616188642963,0.7117668177088655,0.7778842535248136,0.5238616188642963,0.6711708966993251,0.7117668177088655
5/10/06,0.6825199225426029,0.6000727375623885,0.7213526004597862,0.7213526004597862,0.6000727375623885,0.6679817535215925,0.6825199225426029
6/29/06,0.4007689158599048,0.4071202530481556,0.49723239255657337,0.49723239255657337,0.4007689158599048,0.43504052048821124,0.4071202530481556
8/8/06,0.8632721690798142,0.8372541264423204,0.765545407077732,0.8632721690798142,0.765545407077732,0.8220239008666222,0.8372541264423204
9/20/06,0.6747243906470298,0.331321346164633,0.6553043050491939,0.6747243906470298,0.331321346164633,0.5537833472869522,0.6553043050491939
10/25/06,0.7819848495394334,0.47047365289498766,0.6477432787143639,0.7819848495394334,0.47047365289498766,0.6334005937162616,0.6477432787143639
12/12/06,0.7706905469815563,0.4707867602328083,0.6418892120917125,0.7706905469815563,0.4707867602328083,0.6277888397686923,0.6418892120917125
1/31/07,0.5667598965042241,0.5388625677466878,0.5629322477706362,0.5667598965042241,0.5388625677466878,0.5561849040071827,0.5629322477706362
3/21/07,0.7339288134308927,0.5198588628604995,0.6694337542780324,0.7339288134308927,0.5198588628604995,0.6410738101898082,0.6694337542780324
5/9/07,0.6554295007578753,0.5564126783696534,0.7320351574917402,0.7320351574917402,0.5564126783696534,0.647959112206423,0.6554295007578753
6/28/07,0.5166521873924891,0.4999758793768801,0.753769682569841,0.753769682569841,0.4999758793768801,0.59013258311307,0.5166521873924891
8/7/07,0.4877924422133624,0.5368515956222144,0.7790371566893786,0.7790371566893786,0.4877924422133624,0.6012270648416518,0.5368515956222144
9/18/07,0.5033285156374853,0.6862640911226958,0.8333623926858671,0.8333623926858671,0.5033285156374853,0.6743183331486827,0.6862640911226958
10/31/07,0.6175271585524956,0.5391468465492313,0.4938765657611415,0.6175271585524956,0.4938765657611415,0.5501835236209561,0.5391468465492313
12/11/07,0.8043326129518162,0.6465582008964093,0.6492169407296386,0.8043326129518162,0.6465582008964093,0.7000359181926213,0.6492169407296386
1/30/08,0.7354738460279794,0.7411914878895403,0.800477514189246,0.800477514189246,0.7354738460279794,0.7590476160355886,0.7411914878895403
3/18/08,0.929773227956368,0.6921544527539347,0.6949215423885319,0.929773227956368,0.6921544527539347,0.7722830743662782,0.6949215423885319
4/30/08,0.8962451115368845,0.7683215531462346,0.7609221006519464,0.8962451115368845,0.7609221006519464,0.8084962551116884,0.7683215531462346
6/25/08,0.7124400454671702,0.5677270975278123,0.6867610276331134,0.7124400454671702,0.5677270975278123,0.6556427235426986,0.6867610276331134
9/16/08,0.9043214659662148,0.7345773145569243,0.7578940475233733,0.9043214659662148,0.7345773145569243,0.7989309426821709,0.7578940475233733
10/29/08,0.5891639267452151,0.477554843162739,0.6837037278432393,0.6837037278432393,0.477554843162739,0.5834741659170645,0.5891639267452151
12/16/08,0.7912243074091031,0.7486681459254699,0.8408357861609778,0.8408357861609778,0.7486681459254699,0.7935760798318503,0.7912243074091031
1/28/09,0.8905195607438662,0.7885283401887022,0.8246023235753044,0.8905195607438662,0.7885283401887022,0.8345500748359576,0.8246023235753044
3/18/09,0.9633560946467536,0.6983466551774355,0.7434645491488039,0.9633560946467536,0.6983466551774355,0.8017224329909977,0.7434645491488039
6/24/09,0.7564871988220372,0.6461644637651213,0.7947266733721501,0.7947266733721501,0.6461644637651213,0.7324594453197696,0.7564871988220372
8/12/09,0.7584906123134912,0.6284186209411275,0.7473772269185971,0.7584906123134912,0.6284186209411275,0.7114288200577387,0.7473772269185971
9/23/09,0.6604994563132744,0.5571906551861615,0.7162393648961062,0.7162393648961062,0.5571906551861615,0.6446431587985141,0.6604994563132744
11/4/09,0.7612798361755956,0.5977928969770362,0.7463180181016206,0.7612798361755956,0.5977928969770362,0.7017969170847508,0.7463180181016206
12/16/09,0.43339152539424786,0.3440024433547797,0.9352796411496023,0.9352796411496023,0.3440024433547797,0.5708912032995433,0.43339152539424786
1/27/10,0.9189359943885511,0.8768870268441789,0.9236565071073883,0.9236565071073883,0.8768870268441789,0.9064931761133727,0.9189359943885511
