All Tables
Month	yyyy	ics_all	ics_inc31	ics_inc32	ics_inc33	ics_a1834	ics_a3554	ics_a5597	ics_ne	ics_nc	ics_s	ics_w	icc_all	ice_all	pago_f_all	pago_s_all	pago_u_all	pago_dk_all	pago_r_all	pagorn_hy_all	pagorn_ha_all	pagorn_ld_all	pagorn_ly_all	pagorn_hp_all	pagorn_la_all	pagorn_hd_all	pagorn_ny_all	pagorn_nad_all	pexp_f_all	pexp_s_all	pexp_u_all	pexp_dk_all	pexp_r_all	ptrd_bb_all	ptrd_bs_all	ptrd_ss_all	ptrd_ws_all	ptrd_ww_all	ptrd_bw_all	ptrd_dk_all	ptrd_r_all	pago5_f_all	pago5_s_all	pago5_u_all	pago5_dk_all	pago5_r_all	pexp5_f_all	pexp5_s_all	pexp5_u_all	pexp5_dk_all	pexp5_r_all	ptrd5_bb_all	ptrd5_bs_all	ptrd5_ss_all	ptrd5_ws_all	ptrd5_ww_all	ptrd5_bw_all	ptrd5_dk_all	ptrd5_r_all	inex_dwn_all	inex_0_all	inex_12_all	inex_34_all	inex_5_all	inex_69_all	inex_125_all	inex_25p_all	inex_dkup_all	inex_dk_all	inex_med_all	inex_r_all	rinc_f_all	rinc_s_all	rinc_u_all	rinc_dk_all	rinc_r_all	pinc2_0_all	pinc2_0124_all	pinc2_2549_all	pinc2_50_all	pinc2_5174_all	pinc2_7599_all	pinc2_100_all	pinc2_dk_all	pinc2_mean_all	pinc_0_all	pinc_0124_all	pinc_2549_all	pinc_50_all	pinc_5174_all	pinc_7599_all	pinc_100_all	pinc_dk_all	pinc_mean_all	pjob_0_all	pjob_0124_all	pjob_2549_all	pjob_50_all	pjob_5174_all	pjob_7599_all	pjob_100_all	pjob_dk_all	pjob_mean_all	pssa_0_all	pssa_0124_all	pssa_2549_all	pssa_50_all	pssa_5174_all	pssa_7599_all	pssa_100_all	pssa_dk_all	pssa_mean_all	pcry_f_all	pcry_s_all	pcry_u_all	pcry_dk_all	pcry_r_all	pstk_0_all	pstk_0124_all	pstk_2549_all	pstk_50_all	pstk_5174_all	pstk_7599_all	pstk_100_all	pstk_dk_all	pstk_mean_all	inv_9_all	inv_24_all	inv_49_all	inv_99_all	inv_199_all	inv_499_all	inv_500_all	inv_dk_all	inv_md_all	inv_p25_all	inv_p75_all	inv_r50_all	hmv_99_all	hmv_199_all	hmv_299_all	hmv_399_all	hmv_499_all	hmv_500_all	hmv_dk_all	hmv_md_all	hmv_p25_all	hmv_p75_all	hmv_r50_all	news_f_all	news_u_all	news_n_all	news_r_all	newsrn_f_govt_all	newsrn_f_emp_all	newsrn_f_dem_all	newsrn_f_pri_all	newsrn_f_cred_all	newsrn_f_stk_all	newsrn_f_trd_all	newsrn_u_govt_all	newsrn_u_emp_all	newsrn_u_dem_all	newsrn_u_pri_all	newsrn_u_cred_all	newsrn_u_eng_all	newsrn_u_stk_all	newsrn_u_trd_all	newsrn_np_all	newsrn_ne_all	newsrn_ng_all	bago_f_all	bago_s_all	bago_u_all	bago_dk_all	bago_r_all	bexp_f_all	bexp_s_all	bexp_u_all	bexp_dk_all	bexp_r_all	btrd_bb_all	btrd_bs_all	btrd_ss_all	btrd_ws_all	btrd_ww_all	btrd_bw_all	btrd_dk_all	btrd_r_all	bus12_f_all	bus12_s_all	bus12_u_all	bus12_dk_all	bus12_na_all	bus12_r_all	bus5_f_all	bus5_s_all	bus5_u_all	bus5_na_all	bus5_r_all	umex_f_all	umex_s_all	umex_u_all	umex_dk_all	umex_r_all	ratex_f_all	ratex_s_all	ratex_u_all	ratex_dk_all	ratex_r_all	px1_dwn_all	px1_0_all	px1_12_all	px1_34_all	px1_5_all	px1_69_all	px1_1014_all	px1_15p_all	px1_dkup_all	px1_dk_all	px1_mean_all	px1_var_all	px1_med_all	px1_std_all	px1_p25_all	px1_p75_all	px1_r50_all	px5_dwn_all	px5_0_all	px5_12_all	px5_34_all	px5_5_all	px5_69_all	px5_1014_all	px5_15p_all	px5_dkup_all	px5_dk_all	px5_mean_all	px5_var_all	px5_std_all	px5_med_all	px5_p25_all	px5_p75_all	px5_r50_all	govt_f_all	govt_s_all	govt_u_all	govt_dk_all	govt_r_all	dur_f_all	dur_s_all	dur_u_all	dur_r_all	durrn_lp_all	durrn_biap_all	durrn_lr_all	durrn_biar_all	durrn_gt_all	durrn_hp_all	durrn_hr_all	durrn_tb_all	durrn_fb_all	durrn_np_all	durrn_nr_all	durrn_nt_all	veh_f_all	veh_s_all	veh_u_all	veh_r_all	vehrn_lp_all	vehrn_biap_all	vehrn_lr_all	vehrn_biar_all	vehrn_gt_all	vehrn_mpg_all	vehrn_hp_all	vehrn_hr_all	vehrn_tb_all	vehrn_fb_all	vehrn_gas_all	vehrn_sel_all	vehrn_np_all	vehrn_nr_all	gas1px_f_all	gas1px_s_all	gas1px_u_all	gas1px_dk_all	gas1px_md_all	gas1px_mean_all	gas5px_f_all	gas5px_s_all	gas5px_u_all	gas5px_dk_all	gas5px_md_all	gas5px_mean_all	hom_f_all	hom_s_all	hom_u_all	hom_r_all	homrn_lp_all	homrn_biap_all	homrn_lr_all	homrn_biar_all	homrn_inv_all	homrn_gt_all	homrn_hp_all	homrn_hr_all	homrn_tb_all	homrn_fb_all	homrn_cd_all	homrn_np_all	homrn_nr_all	homrn_nt_all	homrn_ni_all	shom_f_all	shom_s_all	shom_u_all	shom_r_all	shomrn_hp_all	shomrn_siap_all	shomrn_lr_all	shomrn_siar_all	shomrn_gt_all	shomrn_inv_all	shomrn_lp_all	shomrn_hr_all	shomrn_tb_all	shomrn_fb_all	shomrn_cd_all	shomrn_np_all	shomrn_nr_all	shomrn_nt_all	shomrn_ni_all	homval_f_all	homval_s_all	homval_u_all	homval_dk_all	homval_r_all	hompx1_f_all	hompx1_s_all	hompx1_u_all	hompx1_dk_all	hompx1_mean_all	hompx1_md_all	hompx1_var_all	hompx1_p25_all	hompx1_p75_all	hompx1_r50_all	hompx5_f_all	hompx5_s_all	hompx5_u_all	hompx5_dk_all	hompx5_mean_all	hompx5_md_all	hompx5_var_all	hompx5_p25_all	hompx5_p75_all	hompx5_r50_all	
12	2019	99.3	89.8	99.5	108.5	100.1	100.1	98.8	91.4	97.3	103.3	100.2	115.5	88.9	56	25	19	0	137	42	11	6	15	6	2	3	27	12	40	47	9	4	131	30	28	17	11	5	6	3	142	69	10	21	0	148	55	30	12	3	143	42	24	4	6	6	15	3	154	11	22	19	12	12	3	13	7	1	0	2.2	156	27	36	36	1	91	16	15	6	12	9	22	19	1	53.7	12	27	10	16	9	16	9	1	43.4	43	32	7	8	2	4	4	0	18.4	18	21	12	14	9	16	9	1	41.4	35	43	22	0	113	1	12	6	17	16	33	14	1	63.8	13	8	8	9	13	16	21	12	108958	25500	417500	392000	10	26	19	15	8	18	4	249651	155250	404444	249194	46	62	37	84	4	23	3	0	2	6	3	20	13	4	2	1	0	2	8	-2	10	-16	55	13	32	0	123	27	47	23	3	104	22	27	8	16	15	8	4	118	56	2	36	2	4	120	47	10	41	2	106	23	46	31	0	92	15	44	38	3	77	3	14	32	22	10	3	6	1	8	1	2.8	10	2.3	3.2	0.9	4	3.1	5	3	44	25	9	3	4	0	5	2	2.6	6	2.5	2.2	1.2	3.3	2.2	37	34	28	1	109	80	4	16	164	46	9	7	1	20	10	2	2	3	36	5	15	67	4	29	138	25	5	18	1	21	1	20	4	3	3	0	2	5	14	7	54	38	1	0.3	8	6	35	58	1	13.4	35.1	68	2	30	138	15	8	37	3	11	20	24	7	6	4	1	-9	30	10	10	76	4	20	156	35	4	15	1	33	7	10	2	6	2	0	25	13	25	7	66	26	7	1	159	54	39	7	0	2.8	1.2	36	0	4.8	4.8	68	21	9	2	2.7	2.3	26	0.2	4.8	4.5	
1	2020	99.8	92.8	101.7	104.7	102.3	99.6	99.3	92.3	103.5	103.6	94.1	114.4	90.5	53	28	19	0	134	40	12	7	18	7	0	1	22	18	40	49	7	4	133	26	32	17	10	4	7	4	144	70	10	20	0	150	53	32	9	6	144	41	24	6	6	4	13	6	155	11	25	15	14	11	4	11	7	1	1	2.3	152	25	37	36	2	89	16	12	7	14	7	24	19	1	55.2	11	26	13	17	8	17	7	1	42.6	47	29	9	7	3	3	2	0	16.6	19	24	10	11	8	19	8	1	40.6	33	48	19	0	114	1	11	4	17	15	40	12	0	65.6	9	8	8	13	14	17	21	10	121375	36563	408337	371774	12	20	22	14	7	20	5	263750	160860	417438	256578	54	52	39	102	11	20	5	1	2	9	3	16	14	4	2	1	0	2	4	-1	6	-5	60	14	24	2	136	29	47	20	4	109	24	30	7	15	9	9	6	130	55	3	34	3	5	121	49	11	39	1	110	26	53	21	0	105	13	46	40	1	73	3	15	30	24	12	3	6	1	6	0	2.9	10	2.5	3.2	1	4.2	3.2	2	3	41	28	10	4	3	0	7	2	2.8	7	2.6	2.5	1.4	3.4	2.1	34	35	27	4	107	79	5	16	163	41	8	9	0	22	9	2	3	3	32	7	16	61	6	33	128	21	6	18	1	18	2	20	4	3	4	2	4	1	14	5	42	53	0	4.6	15.1	6	28	63	3	24.5	42.2	70	3	27	143	16	8	39	3	12	20	24	5	6	5	0	-8	34	9	12	74	3	23	151	33	4	17	1	31	7	13	2	6	2	1	20	15	23	6	65	29	5	1	160	52	42	6	0	2.8	0.8	39	-0.1	4.9	5	71	20	8	1	2.9	2.6	21	0.3	4.8	4.5	
2	2020	101	95.2	103.8	105.4	99.5	107.2	96.8	98	103.2	104.1	96	114.8	92.1	58	25	17	0	141	46	13	6	14	6	1	2	32	16	41	49	8	2	133	31	29	17	10	4	7	2	146	69	8	22	1	147	53	34	11	2	142	42	22	5	8	6	13	4	150	11	27	14	13	10	5	12	6	1	1	2.2	150	28	38	34	0	94	14	13	7	12	9	25	19	1	55.9	15	22	11	14	11	19	7	1	43.5	46	31	8	9	2	2	1	1	16.1	19	19	15	13	8	20	5	1	41	33	47	19	1	114	2	9	6	17	15	34	14	3	65.6	11	8	5	11	11	19	22	13	157875	39342	491905	452563	13	21	20	15	7	20	4	258420	148343	434750	286407	48	58	37	90	14	17	3	0	2	6	2	14	16	4	1	1	1	3	9	-1	1	0	57	14	27	2	130	29	46	22	3	107	22	29	8	15	11	10	5	125	58	4	31	2	5	127	50	9	39	2	111	21	56	23	0	98	11	45	43	1	68	3	15	30	23	13	3	4	1	8	0	2.8	10	2.4	3.1	0.9	4.1	3.2	3	3	43	26	9	2	3	1	9	1	2.7	7	2.6	2.3	1.3	3.4	2.1	40	33	26	1	114	75	7	18	157	34	11	11	0	21	10	2	4	4	24	9	13	63	8	29	134	23	6	19	1	18	2	19	3	4	4	0	4	4	16	6	54	39	1	0.3	7	5	33	60	2	17.3	33.9	70	2	28	142	14	9	42	2	9	19	23	3	7	7	0	-9	39	5	9	74	3	23	151	33	3	15	1	30	8	8	2	8	1	1	25	13	21	7	62	34	4	0	158	51	42	7	0	2.5	0.7	26	-0.1	4.8	4.8	67	22	9	2	2.6	2.5	22	0.2	4.6	4.4	
3	2020	89.1	83.3	94.4	89.8	95.5	85.8	88.6	84.5	88.1	93	87	103.7	79.7	49	30	21	0	128	41	8	7	14	6	6	2	27	7	36	48	12	4	124	26	25	20	13	6	7	3	132	68	9	22	1	146	53	32	11	4	142	41	22	5	8	5	14	5	150	15	23	16	12	7	3	13	9	1	1	1.9	146	24	43	32	1	92	14	19	7	13	5	22	19	1	52.6	12	25	10	18	8	19	7	1	43.7	43	30	9	10	2	4	1	1	17.6	15	24	12	13	8	17	9	2	43.1	29	46	24	1	105	3	16	10	18	13	27	12	1	57.6	11	8	6	9	9	20	20	17	156324	29831	421676	391845	11	20	15	16	11	20	7	295127	167700	447264	279564	31	89	30	42	7	14	2	1	1	3	0	13	18	11	1	1	0	17	8	0	-4	-6	40	11	48	1	92	39	39	18	4	121	19	18	6	19	13	20	5	105	37	4	54	3	2	83	50	10	38	2	112	21	39	39	1	82	32	36	30	2	102	8	19	24	20	10	4	5	2	7	1	2.5	14	2.2	3.8	0.4	4	3.6	3	3	43	28	9	2	3	1	7	1	2.6	6	2.4	2.3	1.2	3.3	2.1	41	32	26	1	115	68	5	27	141	32	7	9	0	20	8	2	7	13	24	7	0	62	6	32	130	26	3	22	0	14	1	15	2	5	9	1	4	11	20	17	49	33	1	0.2	5.9	7	35	55	3	12.7	33.4	65	3	32	133	17	5	43	1	9	14	20	4	8	10	1	-3	39	-4	8	68	3	29	139	29	4	16	1	25	7	12	1	11	7	1	17	15	7	6	62	32	5	1	157	44	46	10	0	1.8	0.4	40	-0.2	4.6	4.8	73	20	6	1	3.2	2.6	22	0.4	4.9	4.4	
4	2020	71.8	68.4	74.6	72.4	73.4	66.1	74.8	66.3	73.9	73.9	69.7	74.3	70.1	38	29	32	1	106	32	7	6	26	2	13	3	6	-3	39	44	13	4	126	17	26	14	17	6	16	4	120	65	10	24	1	141	57	32	8	3	149	43	19	6	11	3	15	3	148	23	28	11	8	7	3	11	6	2	1	0.4	125	22	45	31	2	91	20	20	9	14	6	18	12	1	43.5	13	25	10	18	8	20	6	0	43.7	43	28	9	11	4	4	1	0	18.9	15	22	10	15	10	19	8	1	43.9	31	46	23	0	108	5	17	9	16	14	28	10	1	56.2	11	12	8	12	9	16	17	15	89853	19913	319253	299340	9	24	18	15	8	19	7	266875	152250	421974	269724	21	127	15	-6	7	7	1	1	1	1	0	7	68	10	0	1	0	11	1	1	-61	0	8	2	89	1	19	58	18	21	3	137	5	3	1	16	20	52	3	72	26	2	68	2	2	58	42	10	46	2	96	34	13	52	1	82	31	36	32	1	99	17	23	10	12	13	3	8	4	9	1	2.4	30	2.1	5.5	-0.1	5.1	5.2	5	5	37	26	12	3	3	0	8	1	2.7	7	2.6	2.5	1.2	3.8	2.5	33	31	33	3	100	41	4	55	86	30	1	8	0	3	5	3	19	34	25	5	-50	57	2	41	116	42	1	19	0	5	0	7	6	15	23	0	1	35	13	15	30	54	1	10.1	23.2	7	19	72	2	50	63.5	51	3	46	105	26	3	34	0	4	3	15	5	18	21	1	11	29	-36	3	29	2	69	60	10	5	8	0	8	2	28	4	26	20	2	-18	4	-38	0	46	40	11	3	135	29	46	25	0	-0.4	0	56	-0.7	1.6	2.3	64	27	6	3	3	2.4	24	0.2	4.8	4.6	
5	2020	72.3	65.8	74.8	76.2	74.6	71.1	72.2	62.6	72.3	76.8	72.2	82.3	65.9	38	31	31	0	107	35	7	3	25	3	8	2	10	0	32	48	15	5	117	15	25	19	16	7	13	5	117	67	10	22	1	145	54	32	9	5	145	42	19	7	8	3	15	6	150	25	25	10	10	8	2	11	5	2	2	0.5	123	19	45	34	2	85	20	18	8	14	6	19	14	1	45.9	12	30	10	19	8	14	6	1	40.2	45	24	9	12	4	4	2	0	20.2	20	19	10	14	9	20	7	1	42.5	22	52	25	1	97	4	16	12	19	16	25	7	1	53.9	11	9	8	11	10	17	18	16	103043	26065	410375	384311	9	15	23	14	11	22	6	293167	181635	465875	284240	18	142	10	-24	4	7	0	1	1	1	0	12	89	8	1	0	0	6	1	0	-82	-8	3	2	95	0	8	56	18	23	3	133	2	1	1	16	23	54	3	64	25	3	67	2	3	58	38	9	50	3	88	41	23	35	1	106	30	36	32	2	98	12	17	10	14	12	5	13	2	14	1	3.3	31	3.2	5.6	0.2	6.6	6.4	6	4	31	30	10	3	4	1	10	1	2.9	9	3.1	2.7	1.4	3.9	2.5	28	31	37	4	91	51	3	46	105	38	2	6	0	4	6	1	17	27	32	5	-40	64	3	33	131	52	1	25	0	3	0	8	6	13	15	0	1	44	19	9	31	60	0	15.4	28.8	6	13	80	1	65.1	75.9	58	3	39	119	33	3	38	0	4	3	14	5	19	17	0	19	33	-33	4	29	3	68	61	10	5	9	0	7	1	30	4	29	15	3	-20	5	-37	-2	40	42	18	0	122	28	47	24	1	-0.6	0	54	-0.5	1.6	2.1	66	25	8	1	2.6	2.3	16	0.2	4.7	4.5	
6	2020	78.1	72.9	80	80	75.1	78.8	79.2	81.7	79.4	77.3	75.5	87.1	72.3	39	32	29	0	110	28	8	6	26	4	6	1	2	7	40	48	8	4	132	20	25	19	16	3	13	4	126	65	10	24	1	141	58	31	7	4	151	43	19	5	11	2	15	5	149	20	28	10	9	7	4	10	8	3	1	0.7	131	22	40	36	2	86	18	19	7	14	7	19	14	2	47.1	14	25	12	16	9	17	6	1	41.1	41	27	12	11	2	4	3	0	20.7	16	20	16	14	8	17	8	1	42.3	29	47	24	0	105	4	16	12	16	15	24	11	2	55	13	10	8	8	12	18	20	11	116167	20900	375000	354100	10	21	20	17	10	17	5	270167	158932	408461	249529	29	131	9	-2	4	14	0	0	1	2	0	13	76	8	1	1	0	5	2	-1	-62	-9	4	2	93	1	11	55	25	17	3	138	3	1	2	23	16	52	3	65	30	2	63	3	2	67	38	12	48	2	90	48	26	24	2	124	27	42	29	2	98	9	17	13	16	16	5	10	2	10	2	3.3	20	3	4.4	0.4	5.2	4.8	5	5	35	28	11	3	2	0	9	2	2.6	6	2.5	2.5	1.3	3.5	2.1	26	32	39	3	87	55	5	40	115	39	5	7	0	5	8	3	14	24	31	4	-33	68	4	28	140	49	2	28	0	4	0	6	4	10	15	0	1	43	24	6	37	57	0	9.8	23.3	3	20	75	2	50.1	67.3	64	2	34	130	30	3	45	1	5	6	13	6	15	15	0	17	39	-24	5	39	3	58	81	14	4	13	0	11	1	29	3	27	12	3	-15	10	-28	-2	48	41	10	1	138	41	45	14	0	1.4	0.3	49	-0.3	4.6	4.9	71	21	7	1	3.2	2.7	24	0.4	5	4.6	
7	2020	72.5	68.6	70.4	76.2	72.8	69.2	74.4	65.1	75.9	78.3	63.9	82.8	65.9	39	30	31	0	108	32	8	5	29	6	4	1	3	8	35	47	12	6	123	19	21	19	16	6	13	6	118	63	11	26	0	137	55	30	12	3	143	39	21	5	11	5	16	3	144	20	26	13	11	7	2	12	7	1	1	1	133	21	45	32	2	89	21	12	9	14	7	23	13	1	48.2	12	25	11	17	9	18	6	2	42.5	37	27	11	12	3	6	4	0	23.7	15	22	14	12	9	19	8	1	43.5	30	46	24	0	106	4	14	11	17	14	28	10	2	56.3	11	9	5	13	14	16	17	15	102353	28000	384444	356444	12	20	19	14	8	22	5	270000	158353	457770	299417	28	123	13	5	4	13	1	0	1	2	0	12	73	10	1	0	0	3	1	-1	-60	-8	6	1	92	1	14	51	21	24	4	127	3	3	0	20	23	46	5	63	26	3	66	2	3	60	34	10	54	2	80	39	27	33	1	106	23	44	31	2	92	6	18	12	22	12	4	10	3	12	1	3.6	19	3	4.4	0.6	5.1	4.6	5	3	34	30	10	3	3	0	11	1	2.8	7	2.7	2.6	1.4	3.7	2.3	29	32	36	3	93	51	4	45	106	33	4	7	0	4	7	4	14	27	26	3	-37	61	2	37	124	43	1	22	0	4	0	10	6	12	18	0	1	33	16	9	45	46	0	0.4	13.5	5	29	65	1	25.2	46.6	65	3	32	133	27	4	44	1	6	9	12	5	15	13	0	15	39	-19	6	47	3	50	97	17	2	13	1	15	2	26	2	19	12	2	-9	11	-16	0	55	34	10	1	145	40	48	11	1	1.2	0.3	40	-0.2	4.1	4.3	64	25	9	2	2.3	2.5	24	0.1	4.9	4.8	
8	2020	74.1	70.4	77.6	73.1	74.4	75.1	73	72.7	75.2	76.4	70.6	82.9	68.5	38	32	30	0	108	34	8	4	25	6	3	2	9	7	36	49	9	6	127	19	23	20	16	4	13	5	122	64	9	26	1	138	58	28	10	4	148	42	18	6	9	5	16	4	146	18	26	12	9	10	3	11	8	2	1	1.6	137	22	43	34	1	88	17	17	7	14	9	20	15	1	49.7	13	23	11	17	11	19	6	0	44.1	38	30	11	10	2	5	3	1	21.4	17	21	13	13	11	16	8	1	42.4	31	44	25	0	106	2	13	13	19	14	29	8	2	56.8	12	9	8	11	12	16	21	11	114583	24989	421500	396511	11	22	19	14	9	22	3	278646	162109	453125	291016	25	121	13	4	3	12	1	0	1	3	0	16	70	9	1	0	0	1	1	-1	-58	-13	6	2	91	1	15	48	28	20	4	128	5	2	0	26	20	43	4	61	27	5	62	2	4	65	35	9	54	2	81	36	31	32	1	104	19	47	31	3	88	6	18	15	19	17	5	10	2	7	1	3.4	19	3.1	4.3	0.6	5.2	4.6	5	4	32	30	13	4	4	0	7	1	2.9	7	2.7	2.7	1.4	4.1	2.7	25	30	44	1	81	51	4	45	106	30	3	8	0	6	11	3	15	23	19	5	-32	61	3	36	125	40	1	25	0	5	0	10	5	12	18	0	2	30	20	6	55	39	0	0.3	8.9	7	29	64	0	25.2	41.5	66	1	33	133	23	4	47	1	7	5	14	4	13	13	1	9	43	-21	6	55	2	43	112	24	4	17	0	19	4	20	3	18	9	1	4	14	-8	3	61	29	9	1	152	45	44	10	1	1.8	0.4	29	-0.2	4.8	5	76	16	8	0	2.9	2.8	22	0.6	5	4.4	
9	2020	80.4	73.4	84.1	84.3	80	80.2	81.2	74.9	84.3	81.9	77.6	87.8	75.6	43	27	30	0	113	35	8	6	29	5	3	1	6	10	35	52	8	5	127	20	23	18	17	3	13	6	123	68	9	23	0	145	55	33	9	3	146	41	22	5	9	3	16	4	151	18	25	13	13	8	4	11	6	1	1	1.5	138	21	41	37	1	84	16	16	7	15	8	21	16	1	51	14	26	12	16	10	15	7	0	41.1	41	33	8	11	2	3	2	0	18.3	17	20	12	14	9	18	9	1	43	32	44	24	0	108	2	13	8	15	17	32	11	2	60.6	13	7	8	11	12	15	21	13	108578	27364	412500	385136	8	19	20	15	9	24	5	295738	176594	495580	318987	41	107	15	34	5	20	1	0	1	6	0	10	68	9	1	0	0	1	1	-1	-48	-5	6	3	90	1	16	49	28	17	6	132	4	4	1	26	16	43	6	66	35	8	52	3	2	83	39	12	47	2	92	42	32	24	2	118	19	44	35	2	84	6	20	19	16	14	4	10	2	8	1	3.3	18	2.6	4.3	0.4	5.1	4.6	3	4	35	29	13	3	4	0	8	1	3	7	2.6	2.7	1.4	4	2.6	31	26	41	2	90	54	6	40	114	31	4	9	0	7	10	2	11	22	21	7	-26	61	5	34	127	37	3	25	0	7	1	11	2	10	14	0	1	26	23	6	55	38	1	0.3	8.7	6	36	56	2	15.4	35.5	65	2	33	132	23	4	45	1	7	7	16	3	12	12	1	7	42	-17	6	60	4	36	124	29	3	18	0	21	3	19	1	14	7	1	10	17	0	2	65	30	4	1	161	52	40	8	0	2.3	1.3	28	-0.1	4.9	4.9	69	20	9	2	2.9	2.7	21	0.3	4.8	4.6	
10	2020	81.8	79.3	84.6	82.7	86.2	81.9	79.5	78.2	87.7	85	74.2	85.9	79.2	42	28	29	1	113	34	8	5	25	5	3	1	9	9	36	50	7	7	129	18	27	18	13	4	13	7	128	67	12	20	1	147	56	32	7	5	149	41	25	6	6	3	14	5	157	14	27	11	11	8	3	14	9	2	1	2	144	22	44	33	1	89	17	15	4	14	10	21	18	1	53	10	23	12	18	10	17	9	1	46.3	47	27	8	10	3	3	2	0	17.5	17	24	11	14	6	19	9	0	42.8	29	48	23	0	106	2	13	8	18	18	30	11	0	60.3	10	8	10	9	11	17	20	15	121750	31569	411875	380306	8	20	17	16	11	23	5	300500	175380	477137	301757	35	101	21	34	2	20	1	0	2	3	0	13	64	9	0	0	0	2	1	0	-44	-11	8	4	88	0	20	53	25	14	8	139	3	5	1	23	13	47	8	72	35	10	47	4	4	88	43	12	43	2	100	38	33	27	2	111	14	49	35	2	79	4	23	19	18	14	4	6	2	9	1	3	15	2.6	3.8	0.4	4.8	4.4	5	4	39	30	8	2	2	1	7	2	2.6	8	2.8	2.4	1.2	3.3	2.1	22	33	42	3	80	51	7	42	109	28	3	8	0	9	10	3	15	19	18	5	-25	57	5	38	119	35	1	24	0	7	0	12	4	14	13	0	1	23	20	5	57	35	3	0.3	9	7	35	55	3	13.1	34.5	69	3	28	141	21	4	49	0	7	10	16	3	10	10	1	5	46	-10	6	60	3	37	123	30	2	16	0	22	3	16	2	19	5	1	14	14	-2	2	70	23	6	1	164	52	41	7	0	2.3	1	41	-0.1	4.9	5	71	22	6	1	3	2.6	22	0.4	4.9	4.6	
11	2020	76.9	71.2	78.4	80.7	80.7	78.8	73.6	83.9	75.6	77.4	72.5	87	70.5	39	33	28	0	111	31	8	3	28	5	2	1	3	8	33	48	11	8	122	15	22	21	14	4	16	8	119	66	12	22	0	144	52	31	11	6	141	38	21	7	9	3	16	6	147	16	26	13	11	8	3	12	8	2	1	1.6	141	25	37	36	2	89	13	16	9	15	11	21	13	2	50.8	11	28	10	18	8	16	7	2	42.8	39	30	11	10	2	6	2	0	20.4	16	24	10	14	8	20	6	2	42.1	30	47	22	1	108	2	14	10	18	14	31	9	2	58.3	9	9	7	13	11	16	21	14	121033	32625	463281	430656	8	15	21	15	9	26	6	302360	198333	501011	302677	31	103	19	28	4	16	0	0	1	2	0	16	60	9	0	0	1	2	1	0	-44	-12	11	3	85	1	26	43	30	22	5	121	4	4	2	24	19	41	6	65	30	11	55	2	2	75	36	11	51	2	85	29	31	37	3	92	14	45	37	4	77	6	18	18	19	15	5	8	2	8	1	3.2	17	2.8	4.1	0.6	5.1	4.5	4	3	39	27	11	2	4	0	8	2	2.9	6	2.5	2.5	1.4	3.5	2.1	25	31	42	2	83	54	6	40	114	31	4	9	0	7	10	3	15	18	21	6	-26	57	7	36	121	33	2	23	0	6	1	9	5	14	13	0	1	24	18	4	56	37	3	0.3	13.6	5	30	61	4	24.8	49.1	65	2	33	132	18	5	48	0	10	9	19	3	11	10	0	-1	45	-12	10	61	3	36	125	33	3	17	0	20	3	16	2	14	7	2	17	15	-1	1	64	28	6	2	158	50	37	13	0	2.1	0.5	35	-0.2	4.8	4.9	67	19	11	3	2.4	2.3	21	0.2	4.8	4.6	
12	2020	80.7	77.4	76.1	87.5	88.7	78.3	78.3	84.1	80.9	80.8	77.6	90	74.6	42	30	28	0	114	32	10	6	28	3	2	2	4	12	35	47	13	5	122	16	28	17	14	4	16	5	126	68	9	23	0	145	55	29	12	4	143	40	22	5	7	4	17	5	151	17	24	16	8	9	3	11	10	2	0	1.5	142	22	36	40	2	82	16	15	8	14	9	19	18	1	51.5	15	24	11	16	9	17	7	1	42.5	42	26	11	11	2	4	4	0	20.5	19	22	11	12	9	18	7	2	41.2	30	48	22	0	108	4	12	8	18	15	31	11	1	59.8	13	6	8	10	12	17	21	13	120313	32040	451389	419349	10	17	22	18	9	21	3	289556	180926	440000	259074	36	103	19	33	7	14	1	0	0	6	1	19	61	8	1	0	0	1	0	-1	-47	-12	10	1	88	1	22	53	24	19	4	134	3	4	1	20	16	50	6	71	31	7	55	3	4	76	43	12	43	2	100	36	30	33	1	103	13	45	39	3	74	5	19	22	18	10	5	6	2	11	2	3	17	2.5	4.1	0.5	4.8	4.2	4	2	37	28	9	3	4	1	11	1	2.9	7	2.7	2.5	1.4	3.6	2.2	22	32	44	2	78	57	5	38	119	35	3	8	0	7	8	2	14	16	27	6	-23	58	5	37	121	35	1	24	1	6	1	11	4	14	13	1	1	24	20	5	46	47	2	0.5	17.9	6	27	66	1	30.3	56.1	66	2	32	134	20	5	47	2	6	8	19	2	14	8	0	1	45	-14	6	58	2	40	118	30	2	16	0	18	3	18	3	17	5	2	12	13	-4	1	67	27	6	0	161	51	37	11	1	2.1	1.1	45	-0.1	5	5.2	69	20	11	0	2.6	2.5	34	0.2	5	4.7	
